alias,timestamp,in_window,ip,ip_asn,ip_org,clicks_lifetime_contaminated,target_host,reasons,url,shorturl
21218,2026-05-26 16:11:09,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,example.org,example,https://example.org/inner0.028530809672916768,https://t.mdcdev.me/21218
38409,2026-05-26 16:12:22,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,example.org,example,https://example.org/inner0.24857285846669708,https://t.mdcdev.me/38409
7775,2026-05-26 16:14:31,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fexample.org%2Fdeeptest0.6735983355989255&keyword=DEEPIN52909&title=DEE,https://t.mdcdev.me/7775
7be216vy,2026-05-26 16:15:33,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x&keyword=REALIN13709&title=INNERDESIRE,https://t.mdcdev.me/7be216vy
tntyfik1,2026-05-26 16:16:24,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x%2F%2F%2F%2F&keyword=REALTRYCITY733560&title=REALCITYARCH,https://t.mdcdev.me/tntyfik1
pc7cyoce,2026-05-26 16:16:41,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x%2F%2F%2F%2F&keyword=REALTRYCITY959712&title=REALCITYARCH,https://t.mdcdev.me/pc7cyoce
3hc3dk3k,2026-05-26 16:17:01,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x%2F%2F%2F%2F&keyword=REALTRYCITY964069&title=REALCITYARCH,https://t.mdcdev.me/3hc3dk3k
77k079hd,2026-05-26 16:17:21,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x%2F%2F%2F%2F&keyword=REALTRYCITY172066&title=REALCITYARCH,https://t.mdcdev.me/77k079hd
iahu3t8e,2026-05-26 16:17:44,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x%2F%2F%2F%2F&keyword=REALTRYCITY766028&title=REALCITYARCH,https://t.mdcdev.me/iahu3t8e
qww8ah07,2026-05-26 16:18:03,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x%2F%2F%2F%2F&keyword=REALTRYCITY865505&title=REALCITYARCH,https://t.mdcdev.me/qww8ah07
759aeygr,2026-05-26 16:18:23,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x%2F%2F%2F%2F&keyword=REALTRYCITY144583&title=REALCITYARCH,https://t.mdcdev.me/759aeygr
ucdxoo2p,2026-05-26 16:18:48,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x%2F%2F%2F%2F&keyword=REALTRYCITY388254&title=REALCITYARCH,https://t.mdcdev.me/ucdxoo2p
5m41u2sb,2026-05-26 16:19:05,True,2a06:98c0:3600::0,,MICROSOFT-IPv6,0,yourls.pro,yourls-chain,https://yourls.pro/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fcors.bwa.workers.dev%2Fhttps%3A%2F%2Ftinyurl.com%2F24l8du7x%2F%2F%2F%2F&keyword=REALTRYCITY137623&title=REALCITYARCH,https://t.mdcdev.me/5m41u2sb
tmkey9988,2026-05-26 16:36:43,True,83.222.9.0,9123,"TimeWeb-AS - JSC _TIMEWEB_, RU",0,example.com,example,https://example.com/abcd9988,https://t.mdcdev.me/tmkey9988
agtmmm123456,2026-05-26 16:59:27,True,20.110.1.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,example.org,example,https://example.org/agtmmm123456,https://t.mdcdev.me/agtmmm123456
agtmmm999999,2026-05-26 16:59:46,True,20.122.197.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,example.org,example,https://example.org/agtmmm999999,https://t.mdcdev.me/agtmmm999999
agtmmm777777,2026-05-26 17:00:02,True,20.171.146.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,example.org,example,https://example.org/agtmmm777777,https://t.mdcdev.me/agtmmm777777
tt528261,2026-05-26 17:17:04,True,20.172.2.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",1,example.org,example,https://example.org/tt528261,https://t.mdcdev.me/tt528261
abc12345,2026-05-26 17:20:22,True,157.55.176.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,markdown.new,host,https://markdown.new/example.com,https://t.mdcdev.me/abc12345
randomx4739930,2026-05-26 17:21:10,True,20.9.83.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,example.org,example,https://example.org/abc0.43783084911424663,https://t.mdcdev.me/randomx4739930
randomx3003242,2026-05-26 17:21:14,True,130.131.82.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,markdown.new,host,https://markdown.new,https://t.mdcdev.me/randomx3003242
randomx8091173,2026-05-26 17:21:16,True,20.45.37.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,markdown.new,host,https://markdown.new/example.org,https://t.mdcdev.me/randomx8091173
agtjqtest693333,2026-05-26 17:22:11,True,20.9.196.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,example.org,example,https://example.org/agtjqtest693333,https://t.mdcdev.me/agtjqtest693333
gr4a7bas,2026-05-26 17:24:47,True,20.112.77.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,example.com,example,https://example.com/xzz123,https://t.mdcdev.me/gr4a7bas
rel46438952,2026-05-26 17:28:58,True,20.109.172.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,yourls.shop,yourls-chain,https://yourls.shop/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fyourls.shop%2Fadmin%2Findex.php%3Fsearch%3Dtt606874csv665347jqxx&keyword=tt606874csv665347jqxx59451111&title=helper+jqxx+search,https://t.mdcdev.me/rel46438952
rel26635371,2026-05-26 17:28:59,True,20.171.67.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,yourls.shop,yourls-chain,https://yourls.shop/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fyourls.shop%2Fadmin%2Findex.php%3Fsearch%3Dtt606874csv665347jqxx&keyword=tt606874csv665347jqxx13711824&title=helper+jqxx+search,https://t.mdcdev.me/rel26635371
rel41583463,2026-05-26 17:29:00,True,20.12.189.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,yourls.shop,yourls-chain,https://yourls.shop/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fyourls.shop%2Fadmin%2Findex.php%3Fsearch%3Dtt606874csv665347jqxx&keyword=tt606874csv665347jqxx88490894&title=helper+jqxx+search,https://t.mdcdev.me/rel41583463
rel33997002,2026-05-26 17:29:00,True,20.168.76.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,yourls.shop,yourls-chain,https://yourls.shop/yourls-api.php?action=shorturl&format=json&url=https%3A%2F%2Fjqp.vercel.app&keyword=tt606874csv665347jqxx73340913&title=jqp+helper,https://t.mdcdev.me/rel33997002
gw16wi83,2026-05-26 17:32:34,True,57.154.36.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,jqp.vercel.app,host,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4OzSm&jq=.%5B0%3A2%5D,https://t.mdcdev.me/gw16wi83
abc,2026-05-26 17:35:12,True,20.171.68.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",7,example.org,example,https://example.org/aaa84487,https://t.mdcdev.me/abc
s92s6zz9,2026-05-26 17:35:25,True,52.176.18.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,jqp.vercel.app,host,https://jqp.vercel.app,https://t.mdcdev.me/s92s6zz9
htmljq373965,2026-05-26 17:37:29,True,20.114.187.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,jqp.vercel.app,host,https://jqp.vercel.app/api/v0?url=https://da.gd/4OzSm,https://t.mdcdev.me/htmljq373965
htmljq616495,2026-05-26 17:37:45,True,4.154.129.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",0,jqp.vercel.app,host,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4OzSm&jq=map%28select%28.Award%20%3D%3D%20%22Award%20of%20Excellence%22%20and%20%28.%22General%20Category%20Name%22%20%7C%20contains%28%22Design%3A%22%29%29%29%29%20%7C%20group_by%28.Publication%29%20%7C%20map%28%7BPublication%3A%20.%5B0%5D.Publication%2C%20Count%3A%20length%7D%29%20%7C%20sort_by%28.Count%29%20%7C%20reverse,https://t.mdcdev.me/htmljq616495
